activity_date,score,serial_number
11/28/2016,96,DA2PZF6EV
10/30/2015,92,DABUDEFZM
3/9/2017,98,DAHDXINUG
8/11/2016,99,DASLURY0B
11/1/2017,98,DAIPZHLQZ
12/7/2017,95,DACR0IJ5Z
5/10/2017,92,DADCHOEP3
6/24/2016,93,DA8VWEKAG
9/10/2016,96,DAIOMPLEB
12/20/2017,94,DANWK3QTF
7/11/2017,95,DAOKTBI7N
11/21/2016,93,DAO9K569C
10/6/2015,94,DA1TC5QPP
5/25/2017,93,DAKEF6WS4
9/20/2017,91,DAFTYJHCQ
6/29/2017,90,DAH7Z1N3I
9/29/2017,97,DASYOLJEV
11/14/2017,95,DAUNNOXEC
7/12/2016,95,DAUMZ2TQH
12/17/2015,90,DAM1H2QJC
10/5/2015,91,DASFZLIMH
5/26/2017,98,DAM23UB0T
8/26/2015,93,DA2I6RHUI
1/23/2017,94,DAC693COI
8/29/2017,97,DACN92C3S
7/12/2016,94,DASIAED2H
1/11/2017,94,DA620MBB0
5/17/2017,96,DAYLJI9VQ
5/6/2016,95,DACNGAPST
2/8/2016,94,DAJXQFLGZ
12/12/2016,92,DAB6ZI3KM
8/31/2015,83,DAN0QZ6RH
6/6/2016,90,DA3NP6WSW
4/29/2016,94,DAUC05GLB
11/8/2016,97,DAH8SFEUK
8/11/2015,90,DAKVNOTOX
4/6/2016,87,DA00M6YIS
12/8/2016,96,DAKXWDLZA
2/27/2017,94,DA3NFAPRB
9/15/2016,96,DAVQ7VWJY
4/24/2017,94,DATYO0H8C
10/16/2017,96,DAHAFV0VZ
3/16/2017,98,DABKOEH5X
1/25/2016,90,DAGTDNCQQ
5/25/2017,95,DAV5XOE6U
2/23/2016,93,DAYLKOOVL
2/28/2017,96,DAIIEHFTC
8/11/2016,99,DALODKO6A
3/8/2017,97,DARWOD0L9
10/12/2016,91,DAICFIK1W
3/8/2016,96,DAGXOOCA0
3/17/2017,95,DAU1WNQSA
8/5/2016,98,DARBXPZM3
3/22/2016,98,DAIMCEXGN
9/14/2017,93,DAJPRHBXY
5/28/2016,97,DADDOECW3
10/7/2015,91,DAPX7GTR0
10/7/2015,90,DAFNAFSSP
11/16/2017,90,DASG6ORVY
2/16/2017,99,DATRY809Y
3/15/2017,96,DAUEZHLGO
7/19/2016,90,DA4NPJL8J
11/17/2016,96,DAIE1RNCX
6/10/2016,90,DAONBW8L4
5/20/2016,96,DABHCRYPQ
12/27/2017,97,DANTPJPWY
10/5/2015,95,DA00AJRJI
5/30/2017,96,DA1AVWDYW
1/11/2017,96,DAPKL5NBS
12/23/2015,95,DAOJS1GB7
12/12/2016,100,DAYC5YDCT
10/5/2015,98,DA0PB0BF3
6/2/2017,95,DA0QD1CAM
6/22/2017,87,DA6ETPFUK
12/20/2016,98,DAPLVS2RP
9/9/2015,99,DANPDGSFG
5/4/2017,95,DA8MVLY18
9/9/2015,99,DAEUXBZYP
9/7/2016,97,DAQB1PZAY
6/20/2016,93,DAYODGGFK
11/27/2017,90,DAXTA0J3O
9/3/2015,90,DAM0ZQLSM
8/20/2015,95,DAIQBUK0H
8/1/2017,91,DAETM7Z39
9/8/2016,93,DAJ0L0J8Z
9/21/2016,96,DASA0Y9NC
7/26/2016,100,DAKHYFYLN
3/8/2017,95,DAET2WOET
12/19/2016,99,DAHKDPWJ4
10/12/2016,97,DAPWEHKWS
11/2/2017,83,DAAC5EIZB
9/22/2015,92,DAHEEXIQK
4/18/2017,94,DA1C01XXU
3/9/2016,94,DAH3RSDU2
2/27/2017,92,DA0ELJA0G
9/8/2017,94,DAJZWJZH6
5/22/2017,96,DASABK3HI
11/6/2017,93,DAMKWWX0C
6/12/2017,92,DAREK0CN9
2/4/2016,95,DA1K4C0JP
6/7/2016,94,DAVM0DWCV
8/18/2015,91,DAANAE2X2
10/27/2015,98,DAFTIFJAV
12/14/2016,95,DA1ANGHGP
11/6/2015,96,DAHPLAL5T
4/12/2017,95,DAZJFITBR
3/28/2017,84,DAMF3SAWY
8/30/2017,90,DA1WCJS0R
6/13/2017,93,DAZRBMJLE
1/19/2017,90,DAKWC0PB5
11/17/2017,100,DARI2D3ME
11/29/2016,91,DAMTBLXSW
4/22/2016,99,DAULWNZRO
1/4/2016,95,DA1CIJT0U
10/24/2017,98,DA6IX9USH
8/29/2016,90,DAQHEQXOI
8/27/2015,97,DAU4FSN0X
10/9/2015,90,DACKDPQHH
8/14/2017,94,DAVJFOPXY
11/9/2015,96,DA8OMQ0ER
2/1/2017,91,DARL2JBLM
12/14/2017,91,DAFDSNN5Y
9/25/2017,90,DAUKO690O
12/2/2016,94,DABJSG1NH
12/12/2016,95,DAIQHHQOU
10/23/2015,91,DAEAO1BOM
8/7/2017,100,DAOBLJTUG
10/20/2017,90,DALLTXBPX
6/27/2017,84,DAHET3K9H
5/12/2016,94,DAVZMIXGE
12/13/2016,91,DAHWRTUDN
6/29/2017,94,DAA02MTL0
2/11/2016,95,DAQWCRZ1X
6/21/2017,96,DAXD8F01R
9/12/2017,90,DAWZGJFRJ
9/16/2015,97,DALFBCI40
12/28/2015,86,DA7PIGL38
8/4/2015,95,DA0N3SZFW
7/8/2015,92,DAYHSZGVN
8/22/2016,97,DAGRTXAJB
6/2/2016,98,DALBGVM1L
2/1/2017,98,DAJ7WA9QA
1/12/2016,84,DA7DY3QUC
10/8/2015,96,DAL95KALE
11/9/2015,90,DATJTO23O
12/14/2016,100,DAVEIGZHU
6/30/2017,94,DADQUDBJA
3/6/2017,98,DA0798317
1/7/2016,95,DADDZ1OCL
1/11/2017,86,DATM1QCYA
12/20/2016,92,DA71YCK1D
12/20/2016,99,DAAZWA0GT
12/8/2015,91,DAMWRPCKU
12/12/2016,96,DAGYG2ZCH
8/15/2016,97,DALBHOWIV
1/4/2017,99,DABXQDQG0
10/17/2017,93,DAR7TJAAU
11/13/2017,92,DADMOMFVT
4/13/2017,91,DAF5ULTNI
9/30/2015,90,DA6ZYERWM
11/16/2015,95,DATVQ5BN0
11/13/2017,90,DALMIU1VC
3/10/2016,90,DARNFXYAS
7/18/2016,93,DAX00VO8O
6/16/2016,90,DA0NNKRFG
10/18/2017,100,DALIGAPG0
11/17/2017,98,DAMDWJKTO
7/12/2017,97,DAW0HXJYV
11/9/2015,85,DA5E9JJUR
1/18/2017,83,DA4H0XA2C
4/11/2017,91,DAVRETV5S
6/14/2016,93,DAOQXAZQU
3/31/2017,99,DAO0JDN9O
8/26/2016,95,DACJP5QNU
1/26/2016,94,DA0MYP2B0
12/2/2015,91,DA8EADEOI
8/9/2017,96,DAKGY28BL
5/5/2016,94,DAAQTAOD7
6/30/2017,80,DAIVQ1KMQ
12/2/2015,97,DAKKWWHTY
8/30/2017,97,DADOAB6VF
3/8/2017,92,DAQ1O5DZ4
5/25/2016,91,DAB4KXRBH
4/25/2017,94,DAFA0FQZP
3/23/2017,94,DAKM0XCDZ
4/10/2017,96,DA73HBKDG
1/11/2017,99,DAHHRBVMU
9/28/2017,93,DAX67NQEC
4/26/2016,99,DAIMIRPIX
10/28/2015,98,DAPXH9YY8
5/6/2016,91,DARA0RQCJ
2/24/2016,92,DAPU8ZYY2
12/7/2017,90,DATH6T9UB
9/1/2016,91,DA0OZAPMI
12/29/2015,90,DAYKOOXQ9
9/20/2017,97,DAFVN3VDL
12/8/2017,90,DA60AYCV7
8/7/2015,96,DAQ2GLVVF
5/5/2017,98,DASEP46KD
12/9/2015,93,DA5FQWZH0
10/30/2015,92,DARTOVKGZ
8/23/2017,91,DAVQKK25F
1/4/2017,90,DA4E00EYJ
9/8/2015,96,DARP7JVBM
8/9/2016,95,DAJDX1NNP
10/27/2015,96,DA0VGUILR
2/17/2017,95,DAE0YD7R0
10/26/2015,97,DAO6BHUQ9
2/22/2017,91,DAYYQ5Z6C
3/16/2017,86,DAI0KCORU
3/31/2016,96,DASTLIII7
1/25/2017,95,DAZIKEIEQ
9/1/2015,80,DA0TSEU9V
6/21/2016,92,DALYPTUVY
3/24/2016,97,DAY7CU537
2/19/2016,92,DAOR3LX4B
12/6/2017,85,DAFA9PCMV
7/11/2017,91,DA9JBZQTR
3/23/2017,90,DA4HBFFGH
3/29/2017,98,DAZITMZCC
11/16/2017,93,DAEYKI5W9
3/25/2016,94,DALOMKHRU
11/28/2017,98,DACRQIJBI
9/18/2017,99,DASPOS02E
3/4/2016,90,DAB13SZLE
2/9/2016,99,DAUBMZYRT
10/13/2017,90,DALPLHFUB
2/8/2017,96,DAZ5I9GQX
1/4/2016,90,DAWD1X0OX
4/6/2017,93,DAXE6QFFJ
1/22/2016,91,DAMQKT0NU
7/22/2015,98,DAF8M9JDK
8/24/2016,97,DAVURHIZH
6/9/2016,97,DAEUN8C3I
9/13/2016,95,DAYZ0JLUP
12/4/2017,92,DAVE3JMZE
12/7/2016,98,DACKENZEM
1/13/2016,97,DAA1P9WHN
4/4/2017,90,DAM1TGPC3
8/30/2017,92,DARIYB0NH
3/30/2016,95,DAFBKY1DZ
9/28/2017,98,DA9LEU5D1
9/21/2016,90,DA8TSWEKO
8/16/2017,92,DACRKFGDL
8/9/2016,94,DA48P9TSA
6/8/2017,95,DAK6P4YY0
5/5/2017,98,DAFXXKS8P
5/23/2016,92,DAE616QHZ
6/16/2016,90,DAZD90EYS
4/3/2017,93,DATQCIDTH
2/11/2016,95,DAT1WFFIQ
9/8/2017,98,DA9MHW0HR
11/2/2015,96,DAW8HHPDV
6/6/2016,97,DAIJTABWP
4/19/2016,90,DAUF0XDDC
10/15/2015,91,DAZ1WPC03
2/9/2016,95,DASQJGRJU
10/18/2016,94,DAPP98O9I
3/8/2017,90,DAKLR8XYU
3/2/2016,96,DALCTPRQM
8/18/2016,98,DAJQGMEIU
10/12/2017,97,DABFBC5UL
2/27/2017,99,DAKLVGRAC
10/8/2015,97,DAPV0JWWI
12/17/2015,97,DAUURJVC0
9/3/2015,96,DASFHUSQK
1/10/2017,82,DA0JDEHFD
7/27/2015,90,DALU6AZQE
8/25/2016,90,DANI7BMYF
3/30/2017,90,DAJMNZIHG
7/5/2017,92,DABGBJFR9
4/17/2017,93,DAXQTJBTR
8/31/2017,90,DAX0OM1P0
8/11/2016,90,DAWRR6BBT
8/9/2016,93,DAVUZH39Q
8/24/2017,91,DA5S9OJLS
12/8/2016,93,DAD0HEDFH
11/9/2017,97,DA3U4ALPS
9/15/2015,90,DAKNKGMQO
11/5/2015,86,DA9YRV1QN
4/13/2016,92,DAAFU7LIZ
6/13/2016,95,DAWUBCJKY
9/20/2016,96,DAGWYK8HZ
1/24/2017,98,DAFQVEAF6
6/22/2017,93,DAPVY0XQO
12/15/2016,97,DAOSIBG1S
9/7/2016,97,DAYPLWVFX
5/1/2017,97,DARKLH2DL
1/9/2017,97,DAJHGEP3M
5/15/2017,96,DAWJKIYUU
10/10/2017,93,DAIMSUJHQ
6/8/2016,95,DACNJ1MNJ
9/23/2015,99,DAHEZARE0
6/1/2016,93,DAY0MVD0S
2/9/2017,97,DAYQZJCBX
1/26/2017,93,DANBDTLDO
7/27/2016,95,DA0TQS1I8
7/21/2016,86,DAUVZHQZJ
3/21/2017,90,DA7PSPRDI
9/13/2016,94,DAOHG8NMK
8/29/2016,96,DAZ0QVECB
5/3/2016,100,DAYLD8VN1
5/8/2017,97,DARPRBBTW
11/9/2017,95,DAKITXDSW
9/29/2015,80,DAJ6HI1D0
11/23/2015,91,DA3MWTTIV
5/10/2016,91,DAH1ZA4BK
5/10/2016,95,DA7KNEDY0
7/13/2017,80,DAAH0R8VR
5/10/2016,90,DAPCY4HRU
8/31/2017,95,DA6Q5OXRF
10/25/2017,94,DAGVDVJ4E
10/2/2017,98,DACH4EDIM
8/10/2017,81,DA4H2ZQ3Y
9/28/2015,97,DAUSXWCVU
8/11/2015,94,DAAONBPKD
12/12/2016,91,DADCNDCD8
3/8/2017,96,DAVZKZNCR
8/2/2016,92,DANRRGOH9
6/29/2016,90,DAOAYSQZW
9/22/2015,95,DABQSL8BE
9/27/2016,98,DAC0TPAJB
2/22/2017,97,DA0K2J6ZN
6/8/2016,97,DA0KK90SL
2/24/2017,93,DAN16FEJV
2/28/2017,97,DAOVU0O1E
6/22/2016,96,DA0C08BRY
10/25/2017,93,DA4Q6GATU
5/30/2017,94,DAGSC4EGC
6/23/2017,99,DA0TT7V3A
12/9/2015,94,DABEDV4TY
11/29/2017,99,DAA5PBKOL
3/30/2016,93,DAUZDW0DA
11/21/2016,91,DAJ41GQY2
2/23/2016,97,DAVIDTOWG
8/23/2016,85,DAYLXUD1E
8/18/2016,91,DAYIQGCB6
9/21/2016,98,DA57LNE13
7/6/2016,99,DAYJ1ZJP2
8/23/2016,94,DAKMGZXJY
4/19/2017,95,DACPAPJCY
12/15/2015,95,DA0467346
8/9/2017,96,DA1RQWQUP
10/8/2015,99,DAFTNBZQX
12/13/2016,94,DA60LG37N
9/26/2016,99,DALKLTJW2
3/25/2016,93,DABUIA1MY
2/24/2016,99,DAIQCF2FW
8/4/2016,93,DAWXBOQO0
4/5/2017,99,DA7GGBHFC
11/9/2015,93,DAV9K0BFA
4/19/2016,90,DAIEPI9PP
4/12/2016,94,DA5ROXTDN
4/20/2016,97,DAPTC7KH8
11/10/2016,96,DACYD0SE5
3/2/2016,95,DAZZEGXOT
9/1/2017,95,DACPEMORG
5/25/2016,91,DAOTRXFYW
3/1/2017,97,DALUWAD9N
8/31/2017,90,DAWLG1VKU
6/9/2016,96,DAPFXXR43
12/4/2017,80,DAPOFT7IR
10/4/2016,100,DA505EP5F
8/8/2016,98,DAE4PNBLD
4/21/2016,93,DAM1Y0T0Z
6/8/2016,95,DAMRIMYQN
8/9/2016,92,DAPIRKGEB
12/13/2016,90,DADAXAMJU
8/9/2016,91,DANTWDLOA
8/4/2016,96,DAKA04ZTM
12/14/2017,97,DASXFZ9AE
5/14/2016,93,DAFC7GQAN
12/23/2015,97,DAT0XO00N
8/11/2016,90,DATUG0G84
5/5/2016,90,DA0NKK1IM
8/2/2017,92,DAMQTDR02
3/24/2016,97,DAKABCAVD
3/23/2017,91,DAEMCKQNF
10/26/2017,93,DAYE2SMC2
12/20/2016,91,DA4LR7J07
11/3/2015,82,DAEM4XRNB
6/22/2016,95,DALX0YBWB
11/1/2016,92,DAFYCPU09
9/27/2017,97,DASCNUASQ
2/25/2016,94,DARBWKUNB
9/9/2015,96,DA0LN9RYT
4/21/2016,91,DAZBOSHPQ
9/30/2015,90,DANLU0ULM
11/28/2017,94,DAOSBFL4V
10/13/2016,94,DASHAHQMX
6/19/2017,90,DAS7AJWZZ
3/10/2016,95,DAYBXUSR5
5/3/2017,90,DAWMUZWRG
8/17/2017,97,DAO00XU2Q
9/14/2015,97,DAWDP8NV9
12/8/2016,94,DAXFTRF0T
11/6/2017,96,DATSZQYQA
2/1/2017,92,DAVNDW42Y
12/1/2016,92,DA9VOGID4
4/12/2016,90,DAGBYNHJM
9/21/2017,99,DACDSWCJC
6/21/2016,90,DATEDLKRK
8/10/2017,93,DAV6GOVSB
7/28/2016,95,DABK7AM3A
12/18/2017,95,DAPWTBDH6
8/19/2015,91,DAN6LU7SH
9/26/2017,96,DASR3C0ER
11/14/2017,92,DA3D4GXGU
1/11/2017,94,DABDCJFHN
7/28/2015,95,DASFFDMOC
10/17/2017,91,DAKDV9I50
9/18/2017,96,DADSLAPVE
5/30/2017,94,DAUBB08PP
3/9/2016,90,DAA10PBN0
7/18/2017,94,DA722EICF
12/13/2016,97,DAAPU0PGT
8/9/2016,96,DAWHWAPC2
11/30/2015,90,DAKGOMBBU
9/5/2017,95,DAWI8RQIA
10/18/2016,94,DATWE14FS
4/6/2016,90,DAUAEJ58G
6/15/2017,98,DAUDQTVW8
1/11/2017,81,DA4RGYTK6
12/13/2017,97,DAWOXZL2O
12/18/2017,98,DA0P0QKUF
8/2/2017,91,DAZFMCNI0
2/16/2016,90,DAMNNV1ND
5/31/2016,98,DA0AR3WVD
8/17/2016,95,DA2E9F000
1/19/2016,92,DA9XE60EU
1/24/2017,92,DAE7G1S1G
9/30/2015,91,DAGA00MJL
12/8/2016,91,DA83746KJ
2/7/2017,96,DAS16LQKN
7/16/2015,95,DAER2CHWZ
11/27/2017,93,DALLE9BL0
7/27/2017,93,DAG72ANZY
1/28/2016,93,DAJK0PAF9
2/21/2017,90,DADW2XYVG
7/27/2015,92,DAKEGLHKC
3/11/2016,98,DALMR0FFH
10/20/2017,93,DAOMGDTIT
3/21/2017,90,DAZFJTF5G
6/30/2016,97,DA40HYPW2
10/26/2017,90,DA5ZSP3FG
4/1/2016,95,DAH8RFVXO
5/6/2016,96,DAR01ENUK
7/1/2015,95,DAKW8AVRN
12/14/2015,95,DAGTQXL0C
1/6/2016,99,DAQWFAMRR
6/5/2017,91,DA065D5SO
1/26/2016,94,DATNHJJCG
12/12/2017,93,DA0RMS7C0
1/28/2016,94,DA4VDIBH2
2/2/2016,95,DAK0VVQA3
11/3/2017,80,DAWCWP2UX
11/28/2016,90,DAQG3GOX0
12/19/2016,91,DADB2FRBA
6/6/2017,94,DAP1MVQPV
10/20/2015,98,DAYFUTS04
12/11/2017,92,DA6KHZHWR
3/24/2016,91,DAAUZ8JRY
7/14/2016,94,DAKS3VDQV
3/29/2017,93,DATGBLWUK
5/1/2017,95,DAWIYWQPR
9/10/2015,96,DAX0R0NM0
4/27/2016,97,DAU5969X9
12/19/2016,92,DASCTSDNP
7/28/2015,90,DA4CDHARN
4/27/2016,93,DAXEKSD1Q
9/12/2017,97,DAOZBMKNR
12/19/2017,93,DAAIAHNUU
12/1/2016,90,DAXB040AD
11/29/2016,94,DATC16S9T
3/21/2016,97,DAV8EGU3V
4/29/2016,90,DAYU5XB7P
9/6/2017,90,DAJWMOQ0G
10/18/2016,97,DAYVBD63Y
6/8/2017,97,DAUXGTEBQ
8/7/2017,92,DASNJWALX
9/14/2017,90,DA6WHGVCP
2/13/2017,93,DACWMPBYV
8/1/2017,92,DAPSFC0LM
4/4/2016,97,DAHTI5MB0
10/27/2016,94,DACIX50SU
8/30/2016,92,DASPJ1XZB
1/5/2017,97,DAGP70DPA
7/11/2017,83,DA00LPK9X
7/5/2017,97,DAWTGPCU7
4/5/2016,91,DAEQOWVGV
8/15/2016,90,DANQDUBQ8
1/20/2016,91,DAM6GJSQQ
10/6/2016,90,DAJ0JDLZC
12/10/2015,92,DA09VOGRZ
11/30/2015,92,DAFQUOK0F
5/17/2016,96,DAFIOSNOF
7/21/2017,92,DATFCXLG9
3/8/2016,95,DAP7I483D
9/13/2017,92,DAC4ODDHF
3/22/2017,91,DAQ4DNXKA
10/28/2016,98,DAK1PXSFX
11/4/2015,94,DAUTUON27
5/8/2017,98,DAFSKISLK
3/21/2017,93,DAYC4RSHP
10/19/2016,95,DAFKWJ09T
9/28/2016,90,DACU2UC0J
4/25/2017,93,DAB8HL49U
6/22/2017,92,DAGONXBRD
12/20/2017,97,DAREKISOX
10/19/2016,94,DAO8EN30C
5/18/2016,96,DAVFQF6YZ
8/30/2016,92,DAC2CYQQ2
7/26/2016,93,DAD2UTVMR
1/12/2017,97,DAUU5TXLE
8/20/2015,83,DAYVTMYH7
6/23/2017,91,DAIJPENGK
9/28/2016,93,DAI7VQMXP
7/11/2017,98,DAAOLF2OT
6/2/2017,100,DAVOTZCJF
2/4/2016,94,DAU0GZ40R
10/20/2017,97,DAXZEHN9S
8/23/2017,98,DAPFBQV8R
8/31/2016,90,DARPSNX0U
6/8/2016,94,DAGCYLF1D
6/30/2016,99,DAREJ31ZD
1/13/2016,97,DAV5PPFY9
7/16/2015,94,DAAXHXHNP
6/13/2016,96,DA0TQCOLS
5/24/2016,96,DAR7KPDHG
9/30/2016,90,DACXKA0HR
5/18/2016,91,DADUYG53R
10/2/2015,94,DALGMCVQC
10/12/2017,95,DAS1HSNLD
6/27/2017,93,DA6OYMYUZ
11/29/2016,90,DA9TGWRQZ
9/26/2016,98,DA07ZPUTL
4/4/2016,90,DAM4LODHO
6/7/2016,94,DANIFDM8J
9/28/2017,95,DAYK6XGXR
7/13/2016,91,DAVSEMELU
2/2/2017,95,DAHMZOZGB
6/27/2017,96,DAAHQYYJK
5/23/2016,97,DA602XXVB
9/30/2016,91,DAUSYLGQI
4/22/2016,93,DAWQCESLQ
5/12/2017,92,DAVV0FVZZ
5/3/2016,91,DAHLV0RCB
7/27/2015,97,DAQ75D0TD
3/7/2017,96,DACHPJNXA
10/25/2017,94,DAD40YMSY
1/21/2016,92,DA1XHLU00
11/24/2015,97,DA55MF9FH
9/21/2015,92,DATUSD0K5
12/12/2016,96,DAQHZ4JP7
4/7/2017,96,DA89XJCDV
9/3/2015,98,DAL4U12IF
4/10/2017,96,DAC4D4Y8R
5/17/2016,100,DAD0WOBCV
4/29/2016,92,DAYTDRUGO
9/19/2017,93,DAP10HGH8
5/31/2017,98,DAYBY0AOT
2/2/2016,86,DAF0SMDDK
5/23/2016,100,DA9IFSWGZ
9/15/2016,90,DAI0JC3JK
5/17/2017,100,DARDHIX1E
12/14/2015,90,DAWHCCLCR
11/20/2015,93,DAURCZVKR
11/28/2017,76,DADRD2MDU
2/10/2016,93,DA07WITKB
5/20/2016,95,DAW1379NJ
8/24/2015,91,DACJWID3E
10/5/2017,91,DAATY0RMZ
11/2/2017,93,DAFYM6XDD
6/20/2016,97,DAYQO0BVG
8/18/2016,100,DA0646251
3/24/2016,92,DASPTR5N0
3/1/2017,95,DAFMM5TNC
9/28/2016,97,DAIWGF0UW
8/23/2017,90,DAIPCHGRZ
1/14/2016,98,DALVIHXB0
8/3/2015,100,DACD3MH79
6/22/2016,90,DASCDZWYY
7/30/2015,90,DAJFYSSND
8/29/2017,97,DA9VOIYR0
12/24/2015,96,DAJG02E20
5/4/2017,97,DAT8QSI1U
8/9/2017,96,DA7OHPMO8
9/15/2015,97,DAEBEMBME
1/12/2016,90,DAIGFWOMZ
9/14/2017,96,DAWXQI059
6/13/2017,94,DAKB3RKPT
4/5/2017,90,DA0W3JI8L
5/12/2016,90,DABLDCABZ
8/30/2016,100,DAAZH4B9I
8/7/2017,96,DA07GJS05
9/23/2015,92,DAB5O7A8V
8/6/2015,96,DA0IM0IIX
10/10/2017,92,DASOOQPA0
8/25/2016,95,DAHEWJ0DD
9/15/2015,90,DARFAFRKA
8/14/2017,90,DA90JD7EM
1/21/2016,95,DAPQJAYHT
12/14/2015,95,DA1ABDGOE
11/7/2017,100,DAAQMBB7T
10/8/2015,93,DAKYPEMFA
7/20/2016,90,DADXFSDXX
7/19/2017,93,DAIQORZWO
10/11/2017,95,DA67MWV6J
8/24/2017,91,DAEZ05V0P
12/21/2016,99,DARSWQNPT
6/3/2016,97,DADC3TRYB
12/9/2016,96,DAE3WKGA6
10/2/2017,94,DAKYNHION
7/28/2017,97,DAQDOTSBO
8/16/2017,90,DAF0I4W1U
4/14/2016,95,DALDK0OJG
10/6/2015,95,DAHINUTHW
1/25/2016,94,DAMDG9O4Y
9/1/2016,90,DARA683EP
11/23/2015,99,DAYUGA9UG
2/18/2016,87,DAPLGDSHS
7/28/2015,99,DAOJXAKZZ
9/23/2015,98,DADGLALNH
2/9/2016,96,DABL7JLFM
9/27/2016,92,DAIFLKOGF
11/16/2016,98,DAJVMNQEW
6/5/2017,94,DAELMSZK1
7/25/2017,95,DADFLKMFQ
8/26/2015,92,DA79MW0XO
9/19/2017,95,DA8CUDNSE
11/1/2016,92,DANTVZXV0
3/7/2017,95,DALTW5Q9Y
6/13/2016,92,DA3HAKX81
11/30/2017,86,DAJ70JILC
3/16/2017,98,DAINO7MVM
3/22/2016,97,DAKRWRGZ0
1/23/2017,91,DARMUQNDF
3/15/2016,87,DA8SBN0RH
9/13/2016,92,DAGM3JS7T
7/8/2015,94,DAH1YD5KQ
12/26/2017,97,DAJODO9A3
8/9/2016,95,DA97AYRL3
8/25/2017,98,DAAASNNGV
12/11/2015,94,DA1RKTBRW
8/3/2016,90,DADNHPRLQ
11/10/2016,93,DAP0O7XBG
3/30/2017,91,DAUMJVWM9
3/20/2017,84,DAOTJ5TXP
6/30/2016,97,DAF43ONSE
6/30/2016,98,DAKY9MK26
5/18/2017,94,DAURWWDB2
12/26/2017,98,DAX75XFTJ
5/2/2016,91,DA4SG4S7Z
5/4/2016,93,DAXKKPFOY
1/6/2016,83,DABDR5AHW
6/1/2017,93,DAS8XCMUN
6/1/2016,97,DAPCDEZLT
3/3/2017,97,DAG1OAGJZ
7/5/2016,93,DAMIOVMHS
8/7/2015,99,DAYVVU00E
11/29/2016,97,DALBM7SDZ
10/5/2016,94,DAZY8U86A
1/30/2017,91,DA0766886
7/6/2017,92,DAYG2ZA0P
5/18/2016,95,DADEMMJ9V
12/2/2015,94,DASOOF5V0
11/8/2017,95,DA1VJHNRO
2/4/2016,96,DARL4PWIJ
12/9/2015,91,DAHMIYWIU
8/9/2016,97,DA1OSMRVP
1/23/2017,100,DAJULIQDJ
10/1/2015,95,DA0423353
8/2/2017,94,DATWYV0NU
6/13/2016,95,DAJCXKROW
2/9/2017,93,DASJSY0PN
3/3/2016,93,DAWXM20HP
8/8/2017,92,DAMOHUOHK
12/8/2015,97,DAVIW30ME
2/17/2016,90,DAGJJZTJN
5/31/2016,93,DAF0TU0AV
3/8/2017,92,DA7AACNAG
12/14/2015,96,DA7TDVTOG
8/25/2015,97,DALYU6NEI
9/21/2017,80,DAMR7IVMN
3/9/2016,95,DAQRQSUK2
3/28/2016,93,DABKBPOCK
10/29/2015,97,DAKA4GPLL
3/9/2017,92,DA9T0AWLR
8/8/2017,97,DANVJN0ZL
12/19/2017,96,DAE4I0GGB
4/13/2016,96,DARQKBUJO
4/6/2017,90,DAEKYFIE0
5/10/2017,94,DAHAGWQJV
10/13/2016,98,DAGLUS2OS
1/13/2016,95,DAJSZBELP
7/24/2015,94,DA0ZZUUF2
12/19/2017,90,DAB7WSZUH
11/16/2016,98,DAB209XQ0
4/1/2016,96,DADGBKM60
4/28/2017,92,DALXTXPNC
4/24/2017,96,DA0836082
8/20/2015,95,DA7UWIE45
8/26/2015,84,DARYMPDSR
10/16/2017,90,DAOQQXUL7
9/26/2016,92,DAPAX0YNM
8/11/2015,92,DAAV4URC9
11/2/2017,100,DA75XCPQC
8/1/2017,90,DAX4CXXMQ
11/27/2017,94,DA2EGEQCV
6/1/2016,92,DAZHPGDFW
5/22/2017,94,DATTS1C8X
8/28/2017,91,DAYSKFF1O
2/22/2017,97,DAHVT5I1A
10/14/2015,95,DAGESKR9E
3/29/2016,95,DA1AOPICH
2/9/2017,92,DAIGT6VLK
1/8/2016,94,DAY6IBH0O
12/7/2017,96,DAQ0GRRZA
12/7/2016,96,DAT90JNSU
2/13/2016,93,DAQOXKPTM
4/27/2017,99,DAAJOSL01
12/31/2015,96,DAJWXRCXK
8/20/2015,94,DADCZJPZS
8/8/2017,99,DAMVFKYKL
2/21/2017,95,DAJWDBF5R
9/26/2017,97,DAPB00ZUE
2/9/2017,95,DA9DUKQ8W
3/14/2017,91,DAMGOQSNV
12/19/2015,96,DAP00RUD9
6/21/2016,95,DAZ2U0QR4
1/4/2017,95,DAFLWQDFR
5/30/2017,96,DAOL5XRYU
4/4/2017,95,DAGZAW49E
9/23/2015,99,DA74SGLKQ
4/19/2017,98,DA0Z4PBKB
7/8/2015,93,DAIRVDGT2
2/10/2016,96,DARIJEQRX
2/10/2016,92,DAIACDODX
3/23/2016,93,DANWDQE4U
9/1/2016,91,DA4BAZC1A
9/16/2015,96,DAETWLRSO
8/17/2017,82,DAVSHKZQU
6/1/2016,96,DAGH4DFPT
10/29/2015,91,DAHUSYT0Z
11/8/2017,91,DA3ADNLH3
10/26/2015,92,DAKOS2KC0
5/4/2016,96,DAQUBYXYY
2/24/2016,96,DAPQUGXSB
1/19/2017,97,DAI4TE7MF
3/24/2016,92,DAYPNXE2T
